CustomerID,CustomerName,Date of birth,Country
11744,ELIJAH,24-02-1900,Korea
11745,AARON,06-03-1900,Korea
11746,JAN,25-02-1900,Korea
11747,TAMARA,17-03-1900,Korea
11748,EDWARD,23-01-1900,Korea
11749,CHASE,17-03-1900,Korea
11750,STEPHANIE,28-03-1900,Korea
11751,ALLISON,14-02-1900,Korea
11752,SETH,06-03-1900,Korea
11753,DESTINY,06-03-1900,Korea
11754,BLAKE,17-03-1900,Korea
11755,EDUARDO,28-03-1900,Korea
11756,LATOYA,14-02-1900,Korea
11757,VICTORIA,06-03-1900,Korea
11758,LAUREN,06-03-1900,Korea
11759,FELICIA,23-01-1900,Korea
11760,JANET,24-01-1900,Korea
11761,WILLIE,25-02-1900,Korea
11762,LINDA,28-03-1900,Korea
11763,VINCENT,02-02-1900,Korea
11764,COLIN,14-02-1900,Korea
11765,DAWN,22-01-1900,Korea
11766,MELODY,23-01-1900,Korea
11767,EDGAR,24-01-1900,Korea
11768,RANDALL,13-02-1900,Korea
11769,ROSS,24-02-1900,Korea
11770,JESSIE,06-03-1900,Korea
11771,MARC,25-02-1900,Korea
11772,CANDACE,17-03-1900,Korea
11773,MEAGAN,23-01-1900,Korea
11774,CLAYTON,17-03-1900,Korea
11775,HALEY,28-03-1900,Korea
11776,PETER,14-02-1900,Korea
11777,ISAAC,06-03-1900,Korea
11778,CAMERON,06-03-1900,Korea
11779,GAVIN,17-03-1900,Korea
11780,EMMA,28-03-1900,Korea
11781,SIERRA,14-02-1900,Korea
11782,SETH,06-03-1900,Korea
11783,MIRANDA,06-03-1900,Korea
11784,HALEY,23-01-1900,Korea
11785,SARAH,24-01-1900,Korea
11786,JESSICA,25-02-1900,Korea
11787,CARLOS,28-03-1900,Korea
11788,BARBARA,02-02-1900,Korea
11789,SARA,14-02-1900,Korea
11790,JOSE,22-01-1900,Korea
11791,THEODORE,23-01-1900,Korea
11792,IAN,24-01-1900,Korea
11793,JERRY,13-02-1900,Korea
11794,DESTINY,24-02-1900,Korea
11795,BAILEY,06-03-1900,Korea
11796,TIMOTHY,25-02-1900,Korea
11797,CHASE,17-03-1900,Korea
11798,ALEXIA,23-01-1900,Korea
11799,XAVIER,17-03-1900,Korea
11800,LAUREN,28-03-1900,Korea
11801,NICOLE,14-02-1900,Korea
11802,ISABEL,06-03-1900,Korea
11803,DEVIN,06-03-1900,Korea
11804,BRENDAN,17-03-1900,Korea
11805,JESSIE,28-03-1900,Korea
11806,JENNIFER,14-02-1900,Korea
11807,AARON,06-03-1900,Korea
11808,MADISON,06-03-1900,Korea
11809,JAN,23-01-1900,Korea
11810,HALEY,24-01-1900,Korea
11811,RICHARD,25-02-1900,Korea
11812,JENNIFER,28-03-1900,Korea
11813,LUCAS,02-02-1900,Korea
11814,JAMES,14-02-1900,Korea
11815,JUAN,22-01-1900,Korea
11816,ANTONIO,23-01-1900,Korea
11817,ABIGAIL,24-01-1900,Korea
11818,ANDREW,13-02-1900,Korea
11819,MARY,24-02-1900,Korea
11820,DALTON,06-03-1900,Korea
11821,HANNAH,25-02-1900,Korea
11822,JOE,17-03-1900,Korea
11823,MORGAN,23-01-1900,Korea
11824,DANIEL,17-03-1900,Korea
11825,JOSE,28-03-1900,Korea
11826,KATELYN,14-02-1900,Korea
11827,AUSTIN,06-03-1900,Korea
11828,ROHINTON,06-03-1900,Korea
11829,MORGAN,17-03-1900,Korea
11830,JILL,28-03-1900,Korea
11831,AIMEE,14-02-1900,Korea
11832,JESSIE,06-03-1900,Korea
11833,SARA,06-03-1900,Korea
11834,KATHERINE,23-01-1900,North America
11835,SOPHIA,24-01-1900,Europe
11836,TAYLOR,25-02-1900,Asia
11837,CHRISTIAN,28-03-1900,North America
11838,ZOE,02-02-1900,Europe
11839,OSCAR,14-02-1900,Asia
11840,FERNANDO,22-01-1900,North America
11841,ELIJAH,23-01-1900,Europe
11842,GARRETT,24-01-1900,Asia
11843,HALEY,13-02-1900,North America
11844,JUSTIN,24-02-1900,Europe
11845,TYLER,06-03-1900,Asia
11846,JULIAN,25-02-1900,North America
11847,SEAN,17-03-1900,Europe
11848,JUSTIN,23-01-1900,Asia
11849,CHRISTY,17-03-1900,North America
11850,MICHELE,28-03-1900,Europe
11851,NATALIE,14-02-1900,Asia
11852,SAVANNAH,06-03-1900,North America
11853,CASSIDY,06-03-1900,Europe
11854,JOSHUA,17-03-1900,Asia
11855,FAITH,28-03-1900,North America
11856,BROOKE,14-02-1900,Europe
11857,JADA,06-03-1900,Asia
11858,KYLE,06-03-1900,North America
11860,GRACE,23-01-1900,Europe
11861,JASON,24-01-1900,Asia
11862,CHRISTIAN,25-02-1900,North America
11863,SETH,28-03-1900,Europe
11864,ISABELLA,02-02-1900,Asia
11865,JORDAN,14-02-1900,North America
11866,NICOLE,22-01-1900,Europe
11867,KATHERINE,23-01-1900,Asia
11868,OLIVIA,24-01-1900,North America
11869,JESSICA,13-02-1900,Europe
11870,ELIZABETH,24-02-1900,Asia
11871,CHLOE,06-03-1900,North America
11872,LUCAS,25-02-1900,Europe
11873,NATHANIEL,17-03-1900,Asia
11874,JESSICA,23-01-1900,North America
11875,KAITLYN,17-03-1900,Europe
11876,JILLIAN,28-03-1900,Asia
11877,DALTON,14-02-1900,North America
11878,FAITH,06-03-1900,Europe
11879,RYAN,06-03-1900,Asia
11880,ADRIAN,17-03-1900,North America
11881,JONATHAN,28-03-1900,Europe
11882,MADISON,14-02-1900,Asia
11883,ALEXIS,06-03-1900,North America
11884,CHRISTINE,06-03-1900,Europe
11885,EDGAR,23-01-1900,Asia
11886,MELISSA,24-01-1900,North America
11887,RICHARD,25-02-1900,Europe
11888,PATRICK,28-03-1900,Asia
11889,HANNAH,02-02-1900,North America
11890,LATOYA,14-02-1900,Europe
11891,KURT,22-01-1900,Asia
11892,KATELYN,23-01-1900,North America
11893,JOSEPH,24-01-1900,Europe
11894,AARON,13-02-1900,Asia
11895,BLAKE,24-02-1900,North America
11896,WHITNEY,06-03-1900,Europe
11897,JAMIE,25-02-1900,Asia
11898,JULIO,17-03-1900,North America
11899,ORLANDO,23-01-1900,Europe
11900,ANN,17-03-1900,Asia
11901,DUSTIN,28-03-1900,North America
11902,FRANK,14-02-1900,Europe
11903,ORLANDO,06-03-1900,Asia
11904,ANGELA,06-03-1900,North America
11905,BRENDA,17-03-1900,Europe
11906,BYRON,28-03-1900,Asia
11907,STACY,14-02-1900,North America
11908,DREW,06-03-1900,Europe
11909,KATE,06-03-1900,Asia
11910,KAYLEE,23-01-1900,North America
11911,ISAIAH,24-01-1900,Europe
11912,GABRIELLA,25-02-1900,Asia
11913,SARAH,28-03-1900,North America
11914,RAFAEL,02-02-1900,Europe
11915,NICHOLE,14-02-1900,Asia
11916,JACLYN,22-01-1900,North America
11917,RACHAEL,23-01-1900,Europe
11918,RACHAEL,24-01-1900,Asia
11919,REBECCA,13-02-1900,North America
11920,MEAGAN,24-02-1900,Europe
11921,PHILIP,06-03-1900,Asia
11922,JOE,25-02-1900,North America
11923,ROY,17-03-1900,Europe
11924,KAYLEE,23-01-1900,Asia
11925,WARREN,17-03-1900,North America
11926,ADRIENNE,28-03-1900,Europe
11927,GILBERT,14-02-1900,Asia
11929,JAMES,06-03-1900,North America
11930,SARAH,06-03-1900,Europe
11931,IAN,17-03-1900,Asia
11932,ASHLEE,28-03-1900,North America
11933,EDUARDO,14-02-1900,Europe
11934,NICOLE,06-03-1900,Asia
11935,VIRGINIA,06-03-1900,North America
11936,JACLYN,23-01-1900,Europe
11937,MARCUS,24-01-1900,Asia
11938,ELIZABETH,25-02-1900,North America
11939,MATHEW,28-03-1900,Europe
11940,JUSTIN,02-02-1900,Asia
11941,JESSICA,14-02-1900,North America
11942,HUNTER,22-01-1900,Europe
11943,DEVIN,23-01-1900,Asia
11944,SETH,24-01-1900,North America
11945,KEVIN,13-02-1900,Europe
11946,TYLER,24-02-1900,Asia
11947,ADAM,06-03-1900,North America
11948,GEORGE,25-02-1900,Europe
11949,DAWN,17-03-1900,Asia
11950,RACHAEL,23-01-1900,North America
11951,DENNIS,17-03-1900,Europe
11952,BRANDY,28-03-1900,Asia
11953,JENNY,14-02-1900,North America
11954,TASHA,06-03-1900,Europe
11955,JULIA,06-03-1900,Asia
11956,JORDAN,17-03-1900,North America
11957,LACEY,28-03-1900,Europe
11958,DOROTHY,14-02-1900,Asia
11959,COURTNEY,06-03-1900,North America
11960,JOSEPH,06-03-1900,Europe
11961,GABRIEL,23-01-1900,Asia
11962,ALEXANDRIA,24-01-1900,North America
11964,COURTNEY,25-02-1900,Europe
11965,DYLAN,28-03-1900,Asia
11966,ELIZABETH,02-02-1900,North America
11967,ANA,14-02-1900,Europe
11968,ANNE,22-01-1900,Asia
11969,ALEXANDRA,23-01-1900,North America
11970,SHARON,24-01-1900,Europe
11971,KATIE,13-02-1900,Asia
11972,RAFAEL,24-02-1900,North America
11973,LATASHA,06-03-1900,Europe
11974,KELSEY,25-02-1900,Asia
11975,RANDY,17-03-1900,North America
11976,BAILEY,23-01-1900,Europe
11977,AMANDA,17-03-1900,Asia
11978,KATHERINE,28-03-1900,North America
11979,CAROLINE,14-02-1900,Europe
11980,RANDY,06-03-1900,Asia
11981,DESTINY,06-03-1900,North America
11982,AUDREY,17-03-1900,Europe
11983,BONNIE,28-03-1900,Asia
11984,JACKSON,14-02-1900,North America
11985,CHRISTOPHER,06-03-1900,Europe
11986,KIMBERLY,06-03-1900,Asia
11987,ALEXANDRIA,23-01-1900,North America
11988,ALEXANDRA,24-01-1900,Europe
11989,CHERYL,25-02-1900,Asia
11990,ALEX,28-03-1900,North America
11991,MELANIE,02-02-1900,Europe
11992,MAX,14-02-1900,Asia
11993,DIANE,22-01-1900,North America
11994,KATHRYN,23-01-1900,Europe
11995,KARA,24-01-1900,Asia
11996,JOANNA,13-02-1900,North America
11997,FREDERICK,24-02-1900,Europe
11998,TONYA,06-03-1900,Asia
11999,ROSA,25-02-1900,North America
12000,LEAH,17-03-1900,Europe
12001,KELVIN,23-01-1900,Asia
12002,VERONICA,17-03-1900,North America
12003,KRISTINA,28-03-1900,Europe
12004,DONNA,14-02-1900,Asia
12005,JOHNNY,06-03-1900,North America
12006,ASHLEY,06-03-1900,Europe
12007,SHANNON,17-03-1900,Asia
12008,ADRIANA,28-03-1900,North America
12009,AUDREY,14-02-1900,Europe
12010,JARROD,06-03-1900,Asia
12011,GILBERT,06-03-1900,North America
12012,RICHARD,23-01-1900,Europe
12013,SHANNON,24-01-1900,Asia
12014,SHARON,25-02-1900,North America
12015,ANN,28-03-1900,Europe
12016,MAX,02-02-1900,Asia
12017,MORGAN,14-02-1900,North America
12018,MONICA,22-01-1900,Europe
12019,KAYLA,23-01-1900,Asia
12020,DEVIN,24-01-1900,North America
12021,JACOB,13-02-1900,Europe
12022,MEREDITH,24-02-1900,Asia
12023,DAVID,06-03-1900,North America
12024,DEVIN,25-02-1900,Europe
12025,GABRIELLE,17-03-1900,Asia
12026,OLIVIA,23-01-1900,North America
12027,DEBORAH,17-03-1900,Europe
12028,JOSE,28-03-1900,Asia
12029,FERNANDO,14-02-1900,North America
12030,SAMUEL,06-03-1900,Europe
12031,LOGAN,06-03-1900,Asia
12032,LUCAS,17-03-1900,North America
12033,HALEY,28-03-1900,Europe
12034,SARAH,14-02-1900,Asia
12035,DAMIEN,06-03-1900,North America
12036,ANA,06-03-1900,Europe
12037,LOGAN,23-01-1900,Asia
12038,TYLER,24-01-1900,North America
12039,KRISTEN,25-02-1900,Europe
12040,JULIAN,28-03-1900,Asia
12041,GERALD,02-02-1900,North America
12042,SUMMER,14-02-1900,Europe
12043,PATRICIA,22-01-1900,Asia
12044,GEORGE,23-01-1900,North America
12045,RICARDO,24-01-1900,Europe
12046,RICHARD,13-02-1900,Asia
12047,SETH,24-02-1900,North America
12048,ALEX,06-03-1900,Europe
12049,CARSON,25-02-1900,Asia
12050,MADELINE,17-03-1900,North America
12051,LUIS,23-01-1900,Europe
12052,ALEXA,17-03-1900,Asia
12053,ALEXANDRA,28-03-1900,North America
12054,KAYLA,14-02-1900,Europe
12055,ANGELA,06-03-1900,Asia
12056,AARON,06-03-1900,North America
12057,ISAIAH,17-03-1900,Europe
12058,MAKAYLA,28-03-1900,Asia
12059,CEDRIC,14-02-1900,North America
12060,LUKE,06-03-1900,Europe
12061,ARIANNA,06-03-1900,Asia
12062,IAN,23-01-1900,North America
12063,MADELINE,24-01-1900,Europe
12064,CHLOE,25-02-1900,Asia
12065,JASON,28-03-1900,North America
12066,ANDREW,02-02-1900,Europe
12067,BRYCE,14-02-1900,Asia
12068,EDWARD,22-01-1900,North America
12069,XAVIER,23-01-1900,Europe
12070,JOHN,24-01-1900,Asia
12071,ISAIAH,13-02-1900,North America
12072,WYATT,24-02-1900,Europe
12073,AARON,06-03-1900,Asia
12074,MARIA,25-02-1900,North America
12075,GARRETT,17-03-1900,Europe
12076,LUKE,23-01-1900,Asia
12077,ROBERT,17-03-1900,North America
12078,TRISTAN,28-03-1900,Europe
12079,THOMAS,14-02-1900,Asia
12080,MEGAN,06-03-1900,North America
12081,CAMERON,06-03-1900,Europe
12082,CHLOE,17-03-1900,Asia
12083,NICOLE,28-03-1900,North America
12084,JOSE,14-02-1900,Europe
12085,NATHANIEL,06-03-1900,Asia
12086,GRACE,06-03-1900,North America
12087,KAITLYN,23-01-1900,Europe
12088,LAUREN,24-01-1900,Asia
12089,KAYLA,25-02-1900,North America
12090,AIDAN,28-03-1900,Europe
12091,TYLER,02-02-1900,Asia
12092,EMILY,14-02-1900,North America
12093,SEAN,22-01-1900,Europe
12094,LAUREN,23-01-1900,Asia
12095,NATHANIEL,24-01-1900,North America
12096,SAVANNAH,13-02-1900,Europe
12097,EDDIE,24-02-1900,Asia
12098,AUSTIN,06-03-1900,North America
12099,LEVI,25-02-1900,Europe
12100,BAILEY,17-03-1900,Asia
12101,AUSTIN,23-01-1900,North America
12102,CAITLIN,17-03-1900,Europe
12103,SEAN,28-03-1900,Asia
12104,GRACE,14-02-1900,North America
12105,SYDNEY,06-03-1900,Europe
12106,JON,06-03-1900,Asia
12107,LOGAN,17-03-1900,North America
12108,DEVIN,28-03-1900,Europe
12109,CHLOE,14-02-1900,Asia
12110,MARIAH,06-03-1900,North America
12111,ABIGAIL,06-03-1900,Europe
12112,ISAIAH,23-01-1900,Asia
12113,NATHAN,24-01-1900,North America
12114,JAMES,25-02-1900,Europe
12115,MORGAN,28-03-1900,Asia
12116,BIANCA,02-02-1900,North America
12117,JACQUELINE,14-02-1900,Europe
12118,ARIANNA,22-01-1900,Asia
12119,NATHAN,23-01-1900,North America
12120,CHARLES,24-01-1900,Europe
12121,CHLOE,13-02-1900,Asia
12122,AMANDA,24-02-1900,North America
12123,CAMERON,06-03-1900,Europe
12124,MIGUEL,25-02-1900,Asia
12125,KEITH,17-03-1900,North America
12126,XAVIER,23-01-1900,Europe
12127,LOGAN,17-03-1900,Asia
12128,DESTINY,28-03-1900,North America
12129,WESLEY,14-02-1900,Europe
12130,BRANDI,06-03-1900,Asia
12131,DIANA,06-03-1900,North America
12132,TAMMY,17-03-1900,Europe
12133,GRACE,28-03-1900,Asia
12134,KRISTY,14-02-1900,North America
12135,WENDY,06-03-1900,Europe
12136,SUZANNE,06-03-1900,Asia
12137,RANDALL,23-01-1900,North America
12138,KAITLYN,24-01-1900,Europe
12139,COLLEEN,25-02-1900,Asia
12140,HECTOR,28-03-1900,North America
12141,FERNANDO,02-02-1900,Europe
12142,BLAKE,14-02-1900,Asia
12143,JACK,22-01-1900,North America
12144,COLIN,23-01-1900,Europe
12145,FRANKLIN,24-01-1900,Asia
12146,OSCAR,13-02-1900,North America
12147,KAITLYN,24-02-1900,Europe
12148,GABRIELLA,06-03-1900,Asia
12149,LOGAN,25-02-1900,North America
12150,KELLY,17-03-1900,Europe
12151,BRANDON,23-01-1900,Asia
12152,XAVIER,17-03-1900,North America
12153,TAYLOR,28-03-1900,Europe
12154,GABRIELLE,14-02-1900,Asia
12155,BAILEY,06-03-1900,North America
12156,LOGAN,06-03-1900,Europe
12157,STEVEN,17-03-1900,Asia
12158,ADRIAN,28-03-1900,North America
12159,KAITLYN,14-02-1900,Europe
12160,HAILEY,06-03-1900,Asia
12161,GABRIELLA,06-03-1900,North America
12162,BONNIE,23-01-1900,Europe
12163,WILLIAM,24-01-1900,Asia
12164,KYLE,25-02-1900,North America
12165,KAITLYN,28-03-1900,Europe
12166,JACLYN,02-02-1900,Asia
12167,ALEXANDRIA,14-02-1900,North America
12168,LUKE,22-01-1900,Europe
12169,AARON,23-01-1900,Asia
12170,NOAH,24-01-1900,North America
12171,CALEB,13-02-1900,Europe
12172,JARED,24-02-1900,Asia
12173,SEBASTIAN,06-03-1900,North America
12174,HUNTER,25-02-1900,Europe
12175,ABIGAIL,17-03-1900,Asia
12176,SARA,23-01-1900,North America
12177,ALYSSA,17-03-1900,Europe
12178,EDUARDO,28-03-1900,Asia
12179,DALTON,14-02-1900,North America
12180,CHARLES,06-03-1900,Europe
12181,LUKE,06-03-1900,Asia
12182,CODY,17-03-1900,North America
12183,KEVIN,28-03-1900,Europe
12184,ETHAN,14-02-1900,Asia
12185,ALEXIS,06-03-1900,North America
12186,HOLLY,06-03-1900,Europe
12187,KATELYN,23-01-1900,Asia
12188,ERIN,24-01-1900,North America
12189,EMILY,25-02-1900,Europe
12190,ISAIAH,28-03-1900,Asia
12191,KAITLYN,02-02-1900,North America
12192,BRYANT,14-02-1900,Europe
12193,RUBEN,22-01-1900,Asia
12194,ASHLEY,23-01-1900,North America
12195,SOPHIA,24-01-1900,Europe
12196,JUSTIN,13-02-1900,Asia
12197,MELISSA,24-02-1900,North America
12198,JOCELYN,06-03-1900,Europe
12199,CALEB,25-02-1900,Asia
12200,DESTINY,17-03-1900,North America
12201,ERIN,23-01-1900,Europe
12202,ALEXIS,17-03-1900,Asia
12203,ADAM,28-03-1900,North America
12204,NOAH,14-02-1900,Europe
12205,CHRISTINA,06-03-1900,Asia
12206,RAFAEL,06-03-1900,North America
12207,MINDY,17-03-1900,Europe
12208,XAVIER,28-03-1900,Asia
12209,ZACHARY,14-02-1900,North America
12210,BRADLEY,06-03-1900,Europe
12211,MADISON,06-03-1900,Asia
12212,SIERRA,23-01-1900,North America
12213,SAMUEL,24-01-1900,Europe
12214,DOMINIQUE,25-02-1900,Asia
12215,MINDY,28-03-1900,North America
12216,ALAN,02-02-1900,Europe
12217,VICTOR,14-02-1900,Asia
12218,SHAWNA,22-01-1900,North America
12219,ALEJANDRO,23-01-1900,Europe
12220,JULIE,24-01-1900,Asia
12221,KARLA,13-02-1900,North America
12222,GERALD,24-02-1900,Europe
12223,KYLE,06-03-1900,Asia
12224,MITCHELL,25-02-1900,North America
12225,KURT,17-03-1900,Europe
12226,VIRGINIA,23-01-1900,Asia
12227,BRANDI,17-03-1900,North America
12229,JENNY,28-03-1900,Europe
12230,FELICIA,14-02-1900,Asia
12231,TRISTAN,06-03-1900,North America
12232,KATHLEEN,06-03-1900,Europe
12233,FAITH,17-03-1900,Asia
12234,KELSEY,28-03-1900,North America
12235,KARI,14-02-1900,Europe
12236,WESLEY,06-03-1900,Asia
12237,ISABELLE,06-03-1900,North America
12238,SEAN,23-01-1900,Europe
12239,JERRY,24-01-1900,Asia
12240,CLARENCE,25-02-1900,North America
12241,DONNA,28-03-1900,Europe
12242,KENDRA,02-02-1900,Asia
12243,RUTH,14-02-1900,North America
12244,MONICA,22-01-1900,Europe
12245,ALBERTO,23-01-1900,Asia
12246,CLAYTON,24-01-1900,North America
12247,KRISTINE,13-02-1900,Europe
12248,GILBERT,24-02-1900,Asia
12249,KRISTY,06-03-1900,North America
12250,AMY,25-02-1900,Europe
12251,FRANCISCO,17-03-1900,Asia
12252,SHAWN,23-01-1900,North America
12253,BRANDY,17-03-1900,Europe
12254,DEVIN,28-03-1900,Asia
12255,JESSIE,14-02-1900,North America
12256,ANDREA,06-03-1900,Europe
12257,TROY,06-03-1900,Asia
12258,OMAR,17-03-1900,North America
12259,JENNY,28-03-1900,Europe
12260,CALVIN,14-02-1900,Asia
12261,ROBYN,06-03-1900,North America
12262,WENDY,06-03-1900,Europe
12263,ROSS,23-01-1900,Asia
12264,JAMIE,24-01-1900,North America
12265,CINDY,25-02-1900,Europe
12266,MELINDA,28-03-1900,Asia
12267,KAITLIN,02-02-1900,North America
12268,MORGAN,14-02-1900,Europe
12269,EMMANUEL,22-01-1900,Asia
12270,BRUCE,23-01-1900,North America
12271,ALAN,24-01-1900,Europe
12272,TIFFANY,13-02-1900,Asia
12273,CLIFFORD,24-02-1900,North America
12274,EDWIN,06-03-1900,Europe
12275,WARREN,25-02-1900,Asia
12276,EBONY,17-03-1900,North America
12277,TYRONE,23-01-1900,Europe
12278,JUSTIN,17-03-1900,Asia
12279,NELSON,28-03-1900,North America
12280,JAVIER,14-02-1900,Europe
12281,ADRIANA,06-03-1900,Asia
12282,ALISHA,06-03-1900,North America
12283,BETH,17-03-1900,Europe
12284,MEREDITH,28-03-1900,Asia
12285,MATHEW,14-02-1900,North America
12286,THERESA,06-03-1900,Europe
12287,JANELLE,06-03-1900,Asia
12288,NICOLAS,23-01-1900,North America
12289,TODD,24-01-1900,Europe
12290,CRISTINA,25-02-1900,Asia
12291,BETHANY,28-03-1900,North America
12292,NATHAN,02-02-1900,Europe
12293,ANDRE,14-02-1900,Asia
12294,SARA,22-01-1900,North America
12295,JOSEPH,23-01-1900,Europe
12296,KAYLEE,24-01-1900,Asia
12297,JOHNATHAN,13-02-1900,North America
12298,NICOLAS,24-02-1900,Europe
12299,TAMMY,06-03-1900,Asia
12300,SHANE,25-02-1900,North America
12301,DWAYNE,17-03-1900,Europe
12302,FRANCISCO,23-01-1900,Asia
12303,FELICIA,17-03-1900,North America
12304,CRYSTAL,28-03-1900,Europe
12305,WALTER,14-02-1900,Asia
12306,ADRIANA,06-03-1900,North America
12307,NICHOLE,06-03-1900,Europe
12308,KEVIN,17-03-1900,Asia
12309,KRISTI,28-03-1900,North America
12310,ALEJANDRO,14-02-1900,Europe
12311,XAVIER,06-03-1900,Asia
12312,LOGAN,06-03-1900,North America
12313,BRAD,23-01-1900,Europe
12314,MARGARET,24-01-1900,Asia
12315,OMAR,25-02-1900,North America
12316,STACY,28-03-1900,Europe
12317,STANLEY,02-02-1900,Asia
12318,JAKE,14-02-1900,China
12319,JAIME,22-01-1900,China
12320,JILL,23-01-1900,China
12321,ANN,24-01-1900,China
12322,ALEJANDRO,13-02-1900,China
12323,CARL,24-02-1900,China
12324,KRISTINA,06-03-1900,China
12325,SHANNON,25-02-1900,China
12326,CHERYL,17-03-1900,China
12327,ROSA,23-01-1900,China
12328,KARI,17-03-1900,China
12329,LAWRENCE,28-03-1900,China
12330,DALE,14-02-1900,China
12331,GLORIA,06-03-1900,China
12332,GLENN,06-03-1900,China
12333,EDWIN,17-03-1900,China
12334,EUGENE,28-03-1900,China
12335,BONNIE,14-02-1900,China
12336,PRESTON,06-03-1900,China
12337,MEAGAN,06-03-1900,China
12338,ANDRES,23-01-1900,China
12339,TERRANCE,24-01-1900,China
12340,ROY,25-02-1900,China
12341,FRANCISCO,28-03-1900,China
12342,WYATT,02-02-1900,China
12343,DUSTIN,14-02-1900,China
12344,MONICA,22-01-1900,China
12345,CLAYTON,23-01-1900,China
12346,STACY,24-01-1900,China
12347,KATIE,13-02-1900,China
12348,MORGAN,24-02-1900,China
12349,GLORIA,06-03-1900,China
12350,DOMINIQUE,25-02-1900,China
12351,ALISON,17-03-1900,China
12352,WESLEY,23-01-1900,China
12353,SUMMER,17-03-1900,China
12354,JIMMY,28-03-1900,China
12355,LACEY,14-02-1900,China
12356,LOGAN,06-03-1900,China
12357,CARA,06-03-1900,China
12358,RAMON,17-03-1900,China
12359,JOE,28-03-1900,China
12361,LANCE,14-02-1900,China
12362,MONIQUE,06-03-1900,China
12363,JULIA,06-03-1900,China
12364,SUSAN,23-01-1900,China
12365,LACEY,24-01-1900,China
12366,VERONICA,25-02-1900,China
12367,DANA,28-03-1900,China
12368,THOMAS,02-02-1900,China
12369,KAYLA,14-02-1900,China
12370,ERIN,22-01-1900,China
12371,ALEX,23-01-1900,China
12372,STEPHANIE,24-01-1900,China
12373,TRINITY,25-01-1900,China
12374,RODNEY,01-03-1900,China
12375,TERRENCE,02-03-1900,China
12376,PRESTON,03-03-1900,China
12377,STEFANIE,04-03-1900,China
12378,DARREN,05-03-1900,China
12379,ISAAC,06-03-1900,China
12380,MARIE,07-03-1900,China
12381,JARROD,08-03-1900,China
12382,HOLLY,09-03-1900,China
12383,CHRISTOPHER,10-03-1900,China
12384,BRIANNA,11-03-1900,China
12385,BRIDGET,12-03-1900,China
12386,OMAR,13-03-1900,China
12387,JOHNNY,14-03-1900,China
12388,TAMARA,01-03-1900,China
12389,ALBERT,02-03-1900,China
12390,JACQUELYN,03-03-1900,China
12391,TARA,04-03-1900,China
12392,KATHERINE,05-03-1900,China
12393,MEREDITH,06-03-1900,China
12394,CASEY,07-03-1900,China
12395,ALBERT,08-03-1900,China
12396,DENISE,09-03-1900,China
12397,OLIVIA,10-03-1900,China
12398,NICHOLE,11-03-1900,China
12399,BRENDA,12-03-1900,China
12400,ERIKA,13-03-1900,China
12401,KYLE,14-03-1900,China
12403,SUSAN,14-02-1900,China
12404,SHAUN,15-02-1900,China
12405,ASHLEY,16-02-1900,China
12406,HENRY,17-02-1900,China
12407,ANDY,18-02-1900,China
12408,KIMBERLY,19-02-1900,China
12409,HENRY,20-02-1900,China
12410,KRYSTAL,21-02-1900,China
12411,COLE,22-02-1900,China
12412,ROSS,23-02-1900,China
12413,SHAWN,24-02-1900,China
12414,JON,25-02-1900,China
12415,SAVANNAH,26-02-1900,China
12416,MARIAH,27-02-1900,China
12417,KEVIN,28-02-1900,China
12418,MACKENZIE,27-02-1900,China
12420,JAMES,01-03-1900,China
12421,ETHAN,02-03-1900,China
12422,BRIANNA,03-03-1900,China
12423,VERONICA,04-03-1900,China
12424,ALEXIS,05-03-1900,China
12425,ROBERT,06-03-1900,China
12426,SPENCER,07-03-1900,China
12427,CAMERON,08-03-1900,China
12428,HAILEY,09-03-1900,China
12429,SARAH,10-03-1900,China
12431,REBECCA,11-03-1900,China
12432,BRANDON,12-03-1900,China
12433,CODY,13-03-1900,China
12434,KIMBERLY,14-03-1900,China
12435,SEAN,15-03-1900,China
12436,MELVIN,16-03-1900,China
12437,WYATT,17-03-1900,China
12438,NATHAN,18-03-1900,China
12439,ANTONIO,19-03-1900,China
12440,THOMAS,20-03-1900,China
12441,CHRISTY,21-03-1900,China
12442,ALBERT,22-03-1900,China
12443,JEREMY,23-03-1900,China
12444,BAILEY,24-03-1900,China
12445,MEGAN,25-03-1900,China
12446,FRANCISCO,26-03-1900,China
12447,TREVOR,27-03-1900,China
12448,ALLISON,28-03-1900,China
12449,GARRETT,29-03-1900,China
12450,MACKENZIE,30-03-1900,China
12451,CAMERON,31-03-1900,China
12452,JASMINE,01-04-1900,China
12453,CARSON,02-04-1900,China
12454,HAILEY,03-04-1900,China
12455,DYLAN,04-04-1900,China
12456,CODY,05-04-1900,China
12457,ANNA,06-04-1900,China
12458,SEAN,07-04-1900,China
12459,MADISON,08-04-1900,China
12460,SAMUEL,09-04-1900,China
12461,BENJAMIN,10-04-1900,China
12462,THOMAS,11-04-1900,China
12463,MISTY,12-04-1900,China
12464,VERONICA,13-04-1900,China
12465,STEFANIE,14-04-1900,China
12466,DOMINIQUE,15-04-1900,China
12467,RUTH,16-04-1900,China
12468,LEVI,17-04-1900,China
12469,TODD,18-04-1900,China
12470,JARED,19-04-1900,China
12471,CASSANDRA,20-04-1900,China
12472,WILLIE,21-04-1900,China
12473,JENNIFER,22-04-1900,China
